year,month,experiment,plot,subplot,host,mean.dam,leaf.i.1,leaf.i.2,leaf.i.3,leaf.i.4,leaf.i.5,leaf.i.6,leaf.s.1,leaf.s.2,leaf.s.3,leaf.s.4,leaf.s.5,leaf.s.6,leaves.dam,leaves.tot,prop.dam,grass.group,nonnative,native.density,nonnative.density,other.density,total.density,natdens.s,nondens.s,othdens.s,nonnative.rel,leaves.healthy
2015,April,transect,transect_1,transect_1C,SP,0.012166666666666666,1,1,1,1,1,1,0.05,0.001,0.001,0.01,0.01,0.001,6,6,1,"native
perennial",0,8,275,0,283,0.14688417711889667,-0.39985221773546864,-0.19300826117393743,0.9717314487632509,0
2015,April,transect,transect_1,transect_1C,SP,0.0055000000000000005,1,1,1,1,1,1,0.01,0.001,0.001,0.001,0.01,0.01,6,6,1,"native
perennial",0,8,275,0,283,0.14688417711889667,-0.39985221773546864,-0.19300826117393743,0.9717314487632509,0
2015,April,transect,transect_1,transect_1C,SP,0.010333333333333335,1,0,0,1,1,1,0.001,0,0,0.01,0.05,0.001,4,6,0.6666666666666666,"native
perennial",0,8,275,0,283,0.14688417711889667,-0.39985221773546864,-0.19300826117393743,0.9717314487632509,2
2015,April,transect,transect_1,transect_1E,AB,0.010166666666666666,1,0,0,1,1,0,0.001,0,0,0.01,0.05,0,3,6,0.5,"non-native
annual",1,1,305.55555558,0,306.55555558,-1.2793138007129703,-0.3065813941124396,-0.19300826117393743,0.996737948532337,3
2015,April,transect,transect_1,transect_1E,SP,0.004,1,1,1,1,1,1,0.01,0.001,0.001,0.001,0.01,0.001,6,6,1,"native
perennial",0,1,305.55555558,0,306.55555558,-1.2793138007129703,-0.3065813941124396,-0.19300826117393743,0.996737948532337,0
2015,April,transect,transect_1,transect_1E,SP,0.0023333333333333335,1,1,0,1,1,1,0.001,0.001,0,0.001,0.001,0.01,5,6,0.8333333333333334,"native
perennial",0,1,305.55555558,0,306.55555558,-1.2793138007129703,-0.3065813941124396,-0.19300826117393743,0.996737948532337,1
2015,April,transect,transect_2,transect_2C,AB,0.12525,0,0,1,1,NA,NA,0,0,0.001,0.5,NA,NA,2,4,0.5,"non-native
annual",1,4,353.88888887,4,361.88888887,-0.6680860959278844,-0.1590439097226803,-0.07444604359566158,0.9778937672693405,2
2015,April,transect,transect_2,transect_2C,AB,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,5,0,"non-native
annual",1,4,353.88888887,4,361.88888887,-0.6680860959278844,-0.1590439097226803,-0.07444604359566158,0.9778937672693405,5
2015,April,transect,transect_2,transect_2C,AB,0.017,0,1,1,NA,NA,NA,0,0.001,0.05,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1,4,353.88888887,4,361.88888887,-0.6680860959278844,-0.1590439097226803,-0.07444604359566158,0.9778937672693405,1
2015,April,transect,transect_2,transect_2C,SP,0.047,1,1,1,1,1,1,0.25,0.001,0.01,0.01,0.001,0.01,6,6,1,"native
perennial",0,4,353.88888887,4,361.88888887,-0.6680860959278844,-0.1590439097226803,-0.07444604359566158,0.9778937672693405,0
2015,April,transect,transect_2,transect_2C,SP,3.333333333333333e-4,0,0,1,0,1,0,0,0,0.001,0,0.001,0,2,6,0.3333333333333333,"native
perennial",0,4,353.88888887,4,361.88888887,-0.6680860959278844,-0.1590439097226803,-0.07444604359566158,0.9778937672693405,4
2015,April,transect,transect_2,transect_2C,SP,5e-4,1,1,0,0,1,0,0.001,0.001,0,0,0.001,0,3,6,0.5,"native
perennial",0,4,353.88888887,4,361.88888887,-0.6680860959278844,-0.1590439097226803,-0.07444604359566158,0.9778937672693405,3
2015,April,transect,transect_2,transect_2E,AB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1,10,141.66666666999998,0,151.66666666999998,0.5543693136422873,-0.8068521750274571,-0.19300826117393743,0.9340659340673831,3
2015,April,transect,transect_2,transect_2E,AB,0.005,1,0,0,1,NA,NA,0.01,0,0,0.01,NA,NA,2,4,0.5,"non-native
annual",1,10,141.66666666999998,0,151.66666666999998,0.5543693136422873,-0.8068521750274571,-0.19300826117393743,0.9340659340673831,2
2015,April,transect,transect_2,transect_2E,AB,0.0022,0,0,0,1,1,NA,0,0,0,0.01,0.001,NA,2,5,0.4,"non-native
annual",1,10,141.66666666999998,0,151.66666666999998,0.5543693136422873,-0.8068521750274571,-0.19300826117393743,0.9340659340673831,3
2015,April,transect,transect_2,transect_2E,SP,0.018833333333333334,1,1,1,1,1,1,0.001,0.001,0.001,0.05,0.01,0.05,6,6,1,"native
perennial",0,10,141.66666666999998,0,151.66666666999998,0.5543693136422873,-0.8068521750274571,-0.19300826117393743,0.9340659340673831,0
2015,April,transect,transect_2,transect_2E,SP,0.015166666666666667,1,1,1,1,1,1,0.01,0.05,0.01,0.001,0.01,0.01,6,6,1,"native
perennial",0,10,141.66666666999998,0,151.66666666999998,0.5543693136422873,-0.8068521750274571,-0.19300826117393743,0.9340659340673831,0
2015,April,transect,transect_2,transect_2E,SP,0.020333333333333332,1,1,1,1,1,1,0.01,0.05,0.05,0.001,0.01,0.001,6,6,1,"native
perennial",0,10,141.66666666999998,0,151.66666666999998,0.5543693136422873,-0.8068521750274571,-0.19300826117393743,0.9340659340673831,0
2015,April,transect,transect_3,transect_3A,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"non-native
annual",1,8,165.000000001,0,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933,6
2015,April,transect,transect_3,transect_3A,AB,0.017,1,1,0,NA,NA,NA,0.05,0.001,0,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1,8,165.000000001,0,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933,1
2015,April,transect,transect_3,transect_3A,AB,0.13,1,1,NA,NA,NA,NA,0.01,0.25,NA,NA,NA,NA,2,2,1,"non-native
annual",1,8,165.000000001,0,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933,0
2015,April,transect,transect_3,transect_3A,AB,0.025,1,0,NA,NA,NA,NA,0.05,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1,8,165.000000001,0,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933,1
2015,April,transect,transect_3,transect_3A,SP,0.013666666666666667,1,1,1,1,1,1,0.01,0.001,0.01,0.05,0.01,0.001,6,6,1,"native
perennial",0,8,165.000000001,0,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933,0
2015,April,transect,transect_3,transect_3A,SP,0.006999999999999999,1,1,1,1,1,1,0.01,0.001,0.01,0.001,0.01,0.01,6,6,1,"native
perennial",0,8,165.000000001,0,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933,0
2015,April,transect,transect_3,transect_3A,SP,0.05333333333333333,1,1,1,1,1,1,0.05,0.05,0.1,0.01,0.1,0.01,6,6,1,"native
perennial",0,8,165.000000001,0,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933,0
2015,April,transect,transect_3,transect_3C,AB,0.050499999999999996,1,1,NA,NA,NA,NA,0.001,0.1,NA,NA,NA,NA,2,2,1,"non-native
annual",1,6,623.33333337,0,629.33333337,-0.26060095940449385,0.6634351708283581,-0.19300826117393743,0.9904661016954708,0
2015,April,transect,transect_3,transect_3C,SP,0.06183333333333334,1,1,1,1,1,1,0.05,0.001,0.25,0.01,0.05,0.01,6,6,1,"native
perennial",0,6,623.33333337,0,629.33333337,-0.26060095940449385,0.6634351708283581,-0.19300826117393743,0.9904661016954708,0
2015,April,transect,transect_3,transect_3C,SP,0.020333333333333332,1,1,1,1,1,1,0.001,0.001,0.01,0.05,0.01,0.05,6,6,1,"native
perennial",0,6,623.33333337,0,629.33333337,-0.26060095940449385,0.6634351708283581,-0.19300826117393743,0.9904661016954708,0
2015,April,transect,transect_3,transect_3C,SP,0.016666666666666666,1,1,1,1,1,1,0.01,0.01,0.05,0.01,0.01,0.01,6,6,1,"native
perennial",0,6,623.33333337,0,629.33333337,-0.26060095940449385,0.6634351708283581,-0.19300826117393743,0.9904661016954708,0
2015,April,transect,transect_3,transect_3E,AB,0.125,1,0,NA,NA,NA,NA,0.25,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1,1,648.88888892,0,649.88888892,-1.2793138007129703,0.7414434959609811,-0.19300826117393743,0.9984612754317714,1
2015,April,transect,transect_3,transect_3E,AB,0.005,1,0,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1,1,648.88888892,0,649.88888892,-1.2793138007129703,0.7414434959609811,-0.19300826117393743,0.9984612754317714,1
2015,April,transect,transect_3,transect_3E,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,1,648.88888892,0,649.88888892,-1.2793138007129703,0.7414434959609811,-0.19300826117393743,0.9984612754317714,0
2015,April,transect,transect_3,transect_3E,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,1,648.88888892,0,649.88888892,-1.2793138007129703,0.7414434959609811,-0.19300826117393743,0.9984612754317714,0
2015,April,transect,transect_3,transect_3E,SP,0.0455,1,1,1,1,1,1,0.01,0.001,0.01,0.001,0.25,0.001,6,6,1,"native
perennial",0,1,648.88888892,0,649.88888892,-1.2793138007129703,0.7414434959609811,-0.19300826117393743,0.9984612754317714,0
2015,April,transect,transect_4,transect_4A,AB,0.33666666666666667,1,1,1,NA,NA,NA,0.01,0.5,0.5,NA,NA,NA,3,3,1,"non-native
annual",1,7,368.88888894400003,0,375.88888894400003,-0.0568583911427986,-0.11325641430030188,-0.19300826117393743,0.9813774756160912,0
2015,April,transect,transect_4,transect_4A,AB,0.017,0,1,1,NA,NA,NA,0,0.001,0.05,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1,7,368.88888894400003,0,375.88888894400003,-0.0568583911427986,-0.11325641430030188,-0.19300826117393743,0.9813774756160912,1
2015,April,transect,transect_4,transect_4A,SP,0.020333333333333332,1,1,1,1,1,1,0.05,0.001,0.01,0.01,0.05,0.001,6,6,1,"native
perennial",0,7,368.88888894400003,0,375.88888894400003,-0.0568583911427986,-0.11325641430030188,-0.19300826117393743,0.9813774756160912,0
2015,April,transect,transect_4,transect_4A,SP,0.0255,1,1,1,1,1,1,0.05,0.001,0.05,0.001,0.001,0.05,6,6,1,"native
perennial",0,7,368.88888894400003,0,375.88888894400003,-0.0568583911427986,-0.11325641430030188,-0.19300826117393743,0.9813774756160912,0
2015,April,transect,transect_4,transect_4A,SP,0.022000000000000002,1,1,1,1,1,1,0.001,0.001,0.1,0.01,0.01,0.01,6,6,1,"native
perennial",0,7,368.88888894400003,0,375.88888894400003,-0.0568583911427986,-0.11325641430030188,-0.19300826117393743,0.9813774756160912,0
2015,April,transect,transect_4,transect_4C,AB,0.5,1,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,7,344.444444422,0,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458,0
2015,April,transect,transect_4,transect_4C,AB,0.06275,1,0,0,1,NA,NA,0.001,0,0,0.25,NA,NA,2,4,0.5,"non-native
annual",1,7,344.444444422,0,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458,2
2015,April,transect,transect_4,transect_4C,AB,0.050333333333333334,1,1,1,NA,NA,NA,0.1,0.001,0.05,NA,NA,NA,3,3,1,"non-native
annual",1,7,344.444444422,0,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458,0
2015,April,transect,transect_4,transect_4C,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,7,344.444444422,0,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458,0
2015,April,transect,transect_4,transect_4C,BD,0.005,1,0,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1,7,344.444444422,0,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458,1
2015,April,transect,transect_4,transect_4C,BD,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1,7,344.444444422,0,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458,1
2015,April,transect,transect_4,transect_4C,SP,0.010666666666666666,1,1,1,1,1,1,0.01,0.001,0.001,0.001,0.05,0.001,6,6,1,"native
perennial",0,7,344.444444422,0,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458,0
2015,April,transect,transect_4,transect_4C,SP,0.012166666666666666,1,1,1,1,1,1,0.05,0.01,0.01,0.001,0.001,0.001,6,6,1,"native
perennial",0,7,344.444444422,0,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458,0
2015,April,transect,transect_4,transect_4C,SP,0.022000000000000002,1,1,1,1,1,1,0.05,0.01,0.001,0.001,0.05,0.02,6,6,1,"native
perennial",0,7,344.444444422,0,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458,0
2015,April,transect,transect_4,transect_4E,AB,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1,1,915.55555552,0,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137,1
2015,April,transect,transect_4,transect_4E,AB,0.050499999999999996,1,1,NA,NA,NA,NA,0.1,0.001,NA,NA,NA,NA,2,2,1,"non-native
annual",1,1,915.55555552,0,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137,0
2015,April,transect,transect_4,transect_4E,AB,0.19,0,0,1,1,NA,NA,0,0,0.01,0.75,NA,NA,2,4,0.5,"non-native
annual",1,1,915.55555552,0,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137,2
2015,April,transect,transect_4,transect_4E,BD,0.2505,1,1,NA,NA,NA,NA,0.001,0.5,NA,NA,NA,NA,2,2,1,"non-native
annual",1,1,915.55555552,0,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137,0
2015,April,transect,transect_4,transect_4E,BD,0.1,1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,1,915.55555552,0,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137,0
2015,April,transect,transect_4,transect_4E,SP,0.030166666666666665,1,1,1,1,1,1,0.1,0.01,0.05,0.001,0.01,0.01,6,6,1,"native
perennial",0,1,915.55555552,0,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137,0
2015,April,transect,transect_5,transect_5A,BD,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1,7,489.999999963,0,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979,3
2015,April,transect,transect_5,transect_5A,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,7,489.999999963,0,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979,0
2015,April,transect,transect_5,transect_5A,BH,0.25,0,1,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1,7,489.999999963,0,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979,1
2015,April,transect,transect_5,transect_5A,EG,0.009000000000000001,1,1,1,1,0,1,0.001,0.001,0.001,0.001,0,0.05,5,6,0.8333333333333334,"native
perennial",0,7,489.999999963,0,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979,1
2015,April,transect,transect_5,transect_5A,EG,0.0023333333333333335,0,1,1,1,1,1,0,0.001,0.001,0.001,0.01,0.001,5,6,0.8333333333333334,"native
perennial",0,7,489.999999963,0,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979,1
2015,April,transect,transect_5,transect_5A,EG,0.003666666666666667,1,0,1,1,1,0,0.001,0,0.01,0.001,0.01,0,4,6,0.6666666666666666,"native
perennial",0,7,489.999999963,0,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979,2
2015,April,transect,transect_5,transect_5C,AB,0.008333333333333333,0,1,0,0,0,0,0,0.05,0,0,0,0,1,6,0.16666666666666666,"non-native
annual",1,5,292.77777781,0,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975,5
2015,April,transect,transect_5,transect_5C,BH,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1,5,292.77777781,0,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975,2
2015,April,transect,transect_5,transect_5C,BH,0.05,1,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,5,292.77777781,0,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975,0
2015,April,transect,transect_5,transect_5C,EG,0.001,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.001,6,6,1,"native
perennial",0,5,292.77777781,0,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975,0
2015,April,transect,transect_5,transect_5C,EG,0.009166666666666667,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.05,6,6,1,"native
perennial",0,5,292.77777781,0,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975,0
2015,April,transect,transect_5,transect_5C,SP,0.0055000000000000005,1,1,1,1,1,1,0.01,0.001,0.01,0.001,0.01,0.001,6,6,1,"native
perennial",0,5,292.77777781,0,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975,0
2015,April,transect,transect_5,transect_5E,BD,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1,2,1630,0,1632,-1.075571232451275,3.736284848347766,-0.19300826117393743,0.9987745098039216,1
2015,April,transect,transect_5,transect_5E,BH,0.005,1,0,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1,2,1630,0,1632,-1.075571232451275,3.736284848347766,-0.19300826117393743,0.9987745098039216,1
2015,April,transect,transect_5,transect_5E,EG,0.0175,1,1,1,1,1,1,0.1,0.001,0.001,0.001,0.001,0.001,6,6,1,"native
perennial",0,2,1630,0,1632,-1.075571232451275,3.736284848347766,-0.19300826117393743,0.9987745098039216,0
2015,April,transect,transect_5,transect_5E,EG,0.034,1,1,1,1,1,0,0.2,0.001,0.001,0.001,0.001,0,5,6,0.8333333333333334,"native
perennial",0,2,1630,0,1632,-1.075571232451275,3.736284848347766,-0.19300826117393743,0.9987745098039216,1
2015,April,transect,transect_6,transect_6A,AB,0.5,1,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,8,577.7777777800001,0,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766,0
2015,April,transect,transect_6,transect_6A,AB,2.5e-4,1,0,0,0,NA,NA,0.001,0,0,0,NA,NA,1,4,0.25,"non-native
annual",1,8,577.7777777800001,0,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766,3
2015,April,transect,transect_6,transect_6A,BD,0.01,1,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,8,577.7777777800001,0,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766,0
2015,April,transect,transect_6,transect_6A,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,8,577.7777777800001,0,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766,0
2015,April,transect,transect_6,transect_6A,BH,0.01,1,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,8,577.7777777800001,0,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766,0
2015,April,transect,transect_6,transect_6A,EG,0.004,1,1,1,1,1,1,0.001,0.01,0.001,0.01,0.001,0.001,6,6,1,"native
perennial",0,8,577.7777777800001,0,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766,0
2015,April,transect,transect_6,transect_6A,EG,0.004,1,1,1,1,1,1,0.01,0.001,0.01,0.001,0.001,0.001,6,6,1,"native
perennial",0,8,577.7777777800001,0,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766,0
2015,April,transect,transect_6,transect_6A,EG,0.019,1,1,1,1,1,1,0.1,0.001,0.01,0.001,0.001,0.001,6,6,1,"native
perennial",0,8,577.7777777800001,0,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766,0
2015,April,transect,transect_6,transect_6A,SP,0.0055000000000000005,1,1,1,1,1,1,0.01,0.001,0.01,0.01,0.001,0.001,6,6,1,"native
perennial",0,8,577.7777777800001,0,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766,0
2015,April,transect,transect_6,transect_6C,AB,0.08333333333333334,1,0,0,0,0,0,0.5,0,0,0,0,0,1,6,0.16666666666666666,"non-native
annual",1,9,552.22222219,0,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654,5
2015,April,transect,transect_6,transect_6C,AB,0.015,1,0,0,1,NA,NA,0.05,0,0,0.01,NA,NA,2,4,0.5,"non-native
annual",1,9,552.22222219,0,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654,2
2015,April,transect,transect_6,transect_6C,BD,0.01,1,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,9,552.22222219,0,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654,0
2015,April,transect,transect_6,transect_6C,BD,0.050499999999999996,1,1,NA,NA,NA,NA,0.1,0.001,NA,NA,NA,NA,2,2,1,"non-native
annual",1,9,552.22222219,0,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654,0
2015,April,transect,transect_6,transect_6C,BD,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,9,552.22222219,0,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654,0
2015,April,transect,transect_6,transect_6C,BH,0.05,1,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1,9,552.22222219,0,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654,0
2015,April,transect,transect_6,transect_6C,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1,9,552.22222219,0,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654,1
2015,April,transect,transect_6,transect_6C,EG,0.009000000000000001,1,1,0,1,1,1,0.001,0.001,0,0.05,0.001,0.001,5,6,0.8333333333333334,"native
perennial",0,9,552.22222219,0,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654,1
2015,April,transect,transect_6,transect_6C,EG,0.009000000000000001,1,1,0,1,1,1,0.001,0.05,0,0.001,0.001,0.001,5,6,0.8333333333333334,"native
perennial",0,9,552.22222219,0,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654,1
2015,April,transect,transect_6,transect_6C,EG,0.0055000000000000005,1,1,1,1,1,1,0.01,0.001,0.01,0.001,0.001,0.01,6,6,1,"native
perennial",0,9,552.22222219,0,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654,0
