year,month,experiment,plot,subplot,host,grass.group,nonnative,plant,leaf,infected,surface,native.density,nonnative.density,other.density,total.density,surface.scaled,natdens.s,nondens.s,othdens.s,nonnative.rel
2015,March,transect,transect_1,transect_1A,AB,"non-native
annual",1,3,2,1,0.05,9,17.777777778,0,26.777777778,0.05024363833243097,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,AB,"non-native
annual",1,3,3,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,AB,"non-native
annual",1,3,4,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,AB,"non-native
annual",1,3,5,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,AB,"non-native
annual",1,3,6,1,0.05,9,17.777777778,0,26.777777778,0.05024363833243097,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,4,1,1,0.001,9,17.777777778,0,26.777777778,0.0012701678397401192,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,4,2,1,0.001,9,17.777777778,0,26.777777778,0.0012701678397401192,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,4,3,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,4,4,1,0.01,9,17.777777778,0,26.777777778,0.0102652950730915,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,4,5,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,5,1,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,5,2,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,5,3,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,6,1,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,6,2,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,6,3,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,BH,"non-native
annual",1,6,4,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,7,1,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,7,2,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,7,3,1,0.05,9,17.777777778,0,26.777777778,0.05024363833243097,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,7,4,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,7,5,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,7,6,1,0.05,9,17.777777778,0,26.777777778,0.05024363833243097,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,8,1,1,0.01,9,17.777777778,0,26.777777778,0.0102652950730915,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,8,2,1,0.01,9,17.777777778,0,26.777777778,0.0102652950730915,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,8,3,1,0.01,9,17.777777778,0,26.777777778,0.0102652950730915,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,8,4,1,0.05,9,17.777777778,0,26.777777778,0.05024363833243097,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,8,5,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,8,6,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,9,1,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,9,2,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,9,3,1,0.01,9,17.777777778,0,26.777777778,0.0102652950730915,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,9,4,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,9,5,0,0,9,17.777777778,0,26.777777778,2.707092582566324e-4,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1A,SP,"native
perennial",0,9,6,1,0.05,9,17.777777778,0,26.777777778,0.05024363833243097,0.740129760011358,-1.2555961357052878,-0.29954785291053726,0.6639004149405485
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,10,1,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,10,2,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,10,3,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,10,4,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,10,5,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,10,6,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,11,1,1,0.001,14,53.33333333,0,67.33333333,0.0012701678397401192,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,11,2,1,0.01,14,53.33333333,0,67.33333333,0.0102652950730915,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,11,3,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,11,4,1,0.001,14,53.33333333,0,67.33333333,0.0012701678397401192,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,12,1,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,12,2,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,12,3,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,12,4,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,12,5,1,0.01,14,53.33333333,0,67.33333333,0.0102652950730915,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,AB,"non-native
annual",1,12,6,1,0.001,14,53.33333333,0,67.33333333,0.0012701678397401192,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,13,1,1,0.001,14,53.33333333,0,67.33333333,0.0012701678397401192,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,13,2,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,13,3,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,13,4,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,14,1,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,14,2,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,15,1,1,0.01,14,53.33333333,0,67.33333333,0.0102652950730915,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,15,2,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,15,3,1,0.1,14,53.33333333,0,67.33333333,0.10021656740660531,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,15,4,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,15,5,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,BH,"non-native
annual",1,15,6,1,0.01,14,53.33333333,0,67.33333333,0.0102652950730915,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,16,1,1,0.001,14,53.33333333,0,67.33333333,0.0012701678397401192,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,16,2,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,16,3,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,16,4,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,16,5,1,0.01,14,53.33333333,0,67.33333333,0.0102652950730915,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,16,6,0,0,14,53.33333333,0,67.33333333,2.707092582566324e-4,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,17,1,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,17,2,1,0.01,14,53.33333333,0,67.33333333,0.0102652950730915,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,17,3,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,17,4,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,17,5,1,0.001,14,53.33333333,0,67.33333333,0.0012701678397401192,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,17,6,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,18,1,1,0.01,14,53.33333333,0,67.33333333,0.0102652950730915,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,18,2,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,18,3,1,0.1,14,53.33333333,0,67.33333333,0.10021656740660531,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,18,4,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,18,5,1,0.05,14,53.33333333,0,67.33333333,0.05024363833243097,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1B,SP,"native
perennial",0,18,6,1,0.01,14,53.33333333,0,67.33333333,0.0102652950730915,1.949453598246477,-1.146751528324557,-0.29954785291053726,0.792079207910499
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,19,1,1,0.001,8,275,0,283,0.0012701678397401192,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,19,2,1,0.001,8,275,0,283,0.0012701678397401192,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,19,3,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,19,4,1,0.001,8,275,0,283,0.0012701678397401192,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,19,5,1,0.05,8,275,0,283,0.05024363833243097,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,19,6,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,20,1,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,20,2,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,21,1,1,0.001,8,275,0,283,0.0012701678397401192,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,21,2,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,21,3,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,21,4,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,21,5,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,AB,"non-native
annual",1,21,6,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,22,1,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,22,2,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,22,3,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,23,1,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,23,2,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,23,3,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,23,4,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,23,5,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,23,6,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,24,1,1,0.001,8,275,0,283,0.0012701678397401192,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,24,2,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,24,3,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,BH,"non-native
annual",1,24,4,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,25,1,1,0.001,8,275,0,283,0.0012701678397401192,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,25,2,1,0.01,8,275,0,283,0.0102652950730915,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,25,3,1,0.01,8,275,0,283,0.0102652950730915,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,25,4,1,0.01,8,275,0,283,0.0102652950730915,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,25,5,1,0.01,8,275,0,283,0.0102652950730915,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,25,6,1,0.05,8,275,0,283,0.05024363833243097,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,26,1,1,0.001,8,275,0,283,0.0012701678397401192,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,26,2,1,0.001,8,275,0,283,0.0012701678397401192,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,26,3,1,0.25,8,275,0,283,0.25013535462912834,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,26,4,1,0.25,8,275,0,283,0.25013535462912834,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,26,5,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,26,6,1,0.05,8,275,0,283,0.05024363833243097,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,27,1,1,0.001,8,275,0,283,0.0012701678397401192,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,27,2,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,27,3,1,0.01,8,275,0,283,0.0102652950730915,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,27,4,1,0.01,8,275,0,283,0.0102652950730915,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,27,5,1,0.01,8,275,0,283,0.0102652950730915,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1C,SP,"native
perennial",0,27,6,0,0,8,275,0,283,2.707092582566324e-4,0.49826499236433425,-0.46817342910725135,-0.29954785291053726,0.9717314487632509
2015,March,transect,transect_1,transect_1D,AB,"non-native
annual",1,28,1,1,0.001,3,526.66666667,0,529.66666667,0.0012701678397401192,-0.7110588458707847,0.3022423075967298,-0.29954785291053726,0.9943360604153912
