year,experiment,plot,subplot,sp,abundance,species,grass_group,CalfloraInvasive
2015,transect,transect_10,transect_10C,ELYgla,0,Elymus glaucus,nat.per,0
2015,transect,transect_10,transect_10D,ELYgla,0,Elymus glaucus,nat.per,0
2015,transect,transect_10,transect_10E,ELYgla,0,Elymus glaucus,nat.per,0
2015,transect,transect_1,transect_1A,STIpul,9,Stipa pulchra,nat.per,0
2015,transect,transect_1,transect_1B,STIpul,14,Stipa pulchra,nat.per,0
2015,transect,transect_1,transect_1C,STIpul,8,Stipa pulchra,nat.per,0
2015,transect,transect_1,transect_1D,STIpul,3,Stipa pulchra,nat.per,0
2015,transect,transect_1,transect_1E,STIpul,1,Stipa pulchra,nat.per,0
2015,transect,transect_2,transect_2A,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_2,transect_2B,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_2,transect_2C,STIpul,4,Stipa pulchra,nat.per,0
2015,transect,transect_2,transect_2D,STIpul,4,Stipa pulchra,nat.per,0
2015,transect,transect_2,transect_2E,STIpul,10,Stipa pulchra,nat.per,0
2015,transect,transect_3,transect_3A,STIpul,8,Stipa pulchra,nat.per,0
2015,transect,transect_3,transect_3B,STIpul,4,Stipa pulchra,nat.per,0
2015,transect,transect_3,transect_3C,STIpul,6,Stipa pulchra,nat.per,0
2015,transect,transect_3,transect_3D,STIpul,7,Stipa pulchra,nat.per,0
2015,transect,transect_3,transect_3E,STIpul,1,Stipa pulchra,nat.per,0
2015,transect,transect_4,transect_4A,STIpul,7,Stipa pulchra,nat.per,0
2015,transect,transect_4,transect_4B,STIpul,6,Stipa pulchra,nat.per,0
2015,transect,transect_4,transect_4C,STIpul,7,Stipa pulchra,nat.per,0
2015,transect,transect_4,transect_4D,STIpul,2,Stipa pulchra,nat.per,0
2015,transect,transect_4,transect_4E,STIpul,1,Stipa pulchra,nat.per,0
2015,transect,transect_5,transect_5A,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_5,transect_5B,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_5,transect_5C,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_5,transect_5D,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_5,transect_5E,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_6,transect_6A,STIpul,1,Stipa pulchra,nat.per,0
2015,transect,transect_6,transect_6B,STIpul,2,Stipa pulchra,nat.per,0
2015,transect,transect_6,transect_6C,STIpul,2,Stipa pulchra,nat.per,0
2015,transect,transect_6,transect_6D,STIpul,4,Stipa pulchra,nat.per,0
2015,transect,transect_6,transect_6E,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_7,transect_7A,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_7,transect_7B,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_7,transect_7C,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_7,transect_7D,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_7,transect_7E,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_8,transect_8A,STIpul,4,Stipa pulchra,nat.per,0
2015,transect,transect_8,transect_8B,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_8,transect_8C,STIpul,4,Stipa pulchra,nat.per,0
2015,transect,transect_8,transect_8D,STIpul,4,Stipa pulchra,nat.per,0
2015,transect,transect_8,transect_8E,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_9,transect_9A,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_9,transect_9B,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_9,transect_9C,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_9,transect_9D,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_9,transect_9E,STIpul,2,Stipa pulchra,nat.per,0
2015,transect,transect_10,transect_10A,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_10,transect_10B,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_10,transect_10C,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_10,transect_10D,STIpul,0,Stipa pulchra,nat.per,0
2015,transect,transect_10,transect_10E,STIpul,2,Stipa pulchra,nat.per,0
2015,transect,transect_1,transect_1A,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_1,transect_1B,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_1,transect_1C,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_1,transect_1D,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_1,transect_1E,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_2,transect_2A,PHAaqu,7,Phalaris aquatica,other,1
2015,transect,transect_2,transect_2B,PHAaqu,8,Phalaris aquatica,other,1
2015,transect,transect_2,transect_2C,PHAaqu,4,Phalaris aquatica,other,1
2015,transect,transect_2,transect_2D,PHAaqu,3,Phalaris aquatica,other,1
2015,transect,transect_2,transect_2E,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_3,transect_3A,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_3,transect_3B,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_3,transect_3C,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_3,transect_3D,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_3,transect_3E,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_4,transect_4A,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_4,transect_4B,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_4,transect_4C,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_4,transect_4D,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_4,transect_4E,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_5,transect_5A,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_5,transect_5B,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_5,transect_5C,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_5,transect_5D,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_5,transect_5E,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_6,transect_6A,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_6,transect_6B,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_6,transect_6C,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_6,transect_6D,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_6,transect_6E,PHAaqu,1,Phalaris aquatica,other,1
2015,transect,transect_7,transect_7A,PHAaqu,6,Phalaris aquatica,other,1
2015,transect,transect_7,transect_7B,PHAaqu,5,Phalaris aquatica,other,1
2015,transect,transect_7,transect_7C,PHAaqu,3,Phalaris aquatica,other,1
2015,transect,transect_7,transect_7D,PHAaqu,5,Phalaris aquatica,other,1
2015,transect,transect_7,transect_7E,PHAaqu,2,Phalaris aquatica,other,1
2015,transect,transect_8,transect_8A,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_8,transect_8B,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_8,transect_8C,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_8,transect_8D,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_8,transect_8E,PHAaqu,0,Phalaris aquatica,other,1
2015,transect,transect_9,transect_9A,PHAaqu,9,Phalaris aquatica,other,1
2015,transect,transect_9,transect_9B,PHAaqu,7,Phalaris aquatica,other,1
2015,transect,transect_9,transect_9C,PHAaqu,4,Phalaris aquatica,other,1
2015,transect,transect_9,transect_9D,PHAaqu,3,Phalaris aquatica,other,1
2015,transect,transect_9,transect_9E,PHAaqu,2,Phalaris aquatica,other,1
2015,transect,transect_10,transect_10A,PHAaqu,5,Phalaris aquatica,other,1
2015,transect,transect_10,transect_10B,PHAaqu,4,Phalaris aquatica,other,1
2015,transect,transect_10,transect_10C,PHAaqu,3,Phalaris aquatica,other,1
2015,transect,transect_10,transect_10D,PHAaqu,5,Phalaris aquatica,other,1
2015,transect,transect_10,transect_10E,PHAaqu,2,Phalaris aquatica,other,1
2015,transect,transect_1,transect_1A,AVEbar,6.666666667,Avena barbata,non.ann,1
2015,transect,transect_1,transect_1B,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_1,transect_1C,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_1,transect_1D,AVEbar,84,Avena barbata,non.ann,1
2015,transect,transect_1,transect_1E,AVEbar,75.77777778,Avena barbata,non.ann,1
2015,transect,transect_2,transect_2A,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_2,transect_2B,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_2,transect_2C,AVEbar,70,Avena barbata,non.ann,1
2015,transect,transect_2,transect_2D,AVEbar,30.55555556,Avena barbata,non.ann,1
2015,transect,transect_2,transect_2E,AVEbar,26.66666667,Avena barbata,non.ann,1
2015,transect,transect_3,transect_3A,AVEbar,77,Avena barbata,non.ann,1
2015,transect,transect_3,transect_3B,AVEbar,104,Avena barbata,non.ann,1
2015,transect,transect_3,transect_3C,AVEbar,63.55555556,Avena barbata,non.ann,1
2015,transect,transect_3,transect_3D,AVEbar,31.77777778,Avena barbata,non.ann,1
2015,transect,transect_3,transect_3E,AVEbar,110.6666667,Avena barbata,non.ann,1
2015,transect,transect_4,transect_4A,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_4,transect_4B,AVEbar,21.33333333,Avena barbata,non.ann,1
2015,transect,transect_4,transect_4C,AVEbar,7.222222222,Avena barbata,non.ann,1
2015,transect,transect_4,transect_4D,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_4,transect_4E,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_5,transect_5A,AVEbar,9.333333333,Avena barbata,non.ann,1
2015,transect,transect_5,transect_5B,AVEbar,76.44444444,Avena barbata,non.ann,1
2015,transect,transect_5,transect_5C,AVEbar,30.22222222,Avena barbata,non.ann,1
2015,transect,transect_5,transect_5D,AVEbar,64,Avena barbata,non.ann,1
2015,transect,transect_5,transect_5E,AVEbar,180,Avena barbata,non.ann,1
2015,transect,transect_6,transect_6A,AVEbar,130,Avena barbata,non.ann,1
2015,transect,transect_6,transect_6B,AVEbar,83.33333333,Avena barbata,non.ann,1
2015,transect,transect_6,transect_6C,AVEbar,77.77777778,Avena barbata,non.ann,1
2015,transect,transect_6,transect_6D,AVEbar,122.2222222,Avena barbata,non.ann,1
2015,transect,transect_6,transect_6E,AVEbar,264.4444444,Avena barbata,non.ann,1
2015,transect,transect_7,transect_7A,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_7,transect_7B,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_7,transect_7C,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_7,transect_7D,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_7,transect_7E,AVEbar,119,Avena barbata,non.ann,1
2015,transect,transect_8,transect_8A,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_8,transect_8B,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_8,transect_8C,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_8,transect_8D,AVEbar,8,Avena barbata,non.ann,1
2015,transect,transect_8,transect_8E,AVEbar,94.44444444,Avena barbata,non.ann,1
2015,transect,transect_9,transect_9A,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_9,transect_9B,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_9,transect_9C,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_9,transect_9D,AVEbar,0.277777778,Avena barbata,non.ann,1
2015,transect,transect_9,transect_9E,AVEbar,95.55555556,Avena barbata,non.ann,1
2015,transect,transect_10,transect_10A,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_10,transect_10B,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_10,transect_10C,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_10,transect_10D,AVEbar,0,Avena barbata,non.ann,1
2015,transect,transect_10,transect_10E,AVEbar,50,Avena barbata,non.ann,1
2015,transect,transect_1,transect_1A,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_1,transect_1B,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_1,transect_1C,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_1,transect_1D,BROdia,60,Bromus diandrus,non.ann,1
2015,transect,transect_1,transect_1E,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_2,transect_2A,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_2,transect_2B,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_2,transect_2C,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_2,transect_2D,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_2,transect_2E,BROdia,11.11111111,Bromus diandrus,non.ann,1
2015,transect,transect_3,transect_3A,BROdia,6.111111111,Bromus diandrus,non.ann,1
2015,transect,transect_3,transect_3B,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_3,transect_3C,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_3,transect_3D,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_3,transect_3E,BROdia,44.44444444,Bromus diandrus,non.ann,1
2015,transect,transect_4,transect_4A,BROdia,4.444444444,Bromus diandrus,non.ann,1
2015,transect,transect_4,transect_4B,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_4,transect_4C,BROdia,11.11111111,Bromus diandrus,non.ann,1
2015,transect,transect_4,transect_4D,BROdia,38.88888889,Bromus diandrus,non.ann,1
2015,transect,transect_4,transect_4E,BROdia,471.1111111,Bromus diandrus,non.ann,1
2015,transect,transect_5,transect_5A,BROdia,443.3333333,Bromus diandrus,non.ann,1
2015,transect,transect_5,transect_5B,BROdia,186.6666667,Bromus diandrus,non.ann,1
2015,transect,transect_5,transect_5C,BROdia,18.88888889,Bromus diandrus,non.ann,1
2015,transect,transect_5,transect_5D,BROdia,520,Bromus diandrus,non.ann,1
2015,transect,transect_5,transect_5E,BROdia,60,Bromus diandrus,non.ann,1
2015,transect,transect_6,transect_6A,BROdia,57.77777778,Bromus diandrus,non.ann,1
2015,transect,transect_6,transect_6B,BROdia,5.555555556,Bromus diandrus,non.ann,1
2015,transect,transect_6,transect_6C,BROdia,31.11111111,Bromus diandrus,non.ann,1
2015,transect,transect_6,transect_6D,BROdia,18.33333333,Bromus diandrus,non.ann,1
2015,transect,transect_6,transect_6E,BROdia,37.77777778,Bromus diandrus,non.ann,1
2015,transect,transect_7,transect_7A,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_7,transect_7B,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_7,transect_7C,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_7,transect_7D,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_7,transect_7E,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_8,transect_8A,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_8,transect_8B,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_8,transect_8C,BROdia,253.3333333,Bromus diandrus,non.ann,1
2015,transect,transect_8,transect_8D,BROdia,6.666666667,Bromus diandrus,non.ann,1
2015,transect,transect_8,transect_8E,BROdia,37.77777778,Bromus diandrus,non.ann,1
2015,transect,transect_9,transect_9A,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_9,transect_9B,BROdia,4.444444444,Bromus diandrus,non.ann,1
2015,transect,transect_9,transect_9C,BROdia,2.222222222,Bromus diandrus,non.ann,1
2015,transect,transect_9,transect_9D,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_9,transect_9E,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_10,transect_10A,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_10,transect_10B,BROdia,0,Bromus diandrus,non.ann,1
2015,transect,transect_10,transect_10C,BROdia,1.666666667,Bromus diandrus,non.ann,1
2015,transect,transect_10,transect_10D,BROdia,13.33333333,Bromus diandrus,non.ann,1
2015,transect,transect_10,transect_10E,BROdia,83.33333333,Bromus diandrus,non.ann,1
2015,transect,transect_1,transect_1A,BROhor,6.666666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_1,transect_1B,BROhor,53.33333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_1,transect_1C,BROhor,275,Bromus hordeaceus,non.ann,1
2015,transect,transect_1,transect_1D,BROhor,46.66666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_1,transect_1E,BROhor,116.1111111,Bromus hordeaceus,non.ann,1
2015,transect,transect_2,transect_2A,BROhor,0,Bromus hordeaceus,non.ann,1
2015,transect,transect_2,transect_2B,BROhor,0,Bromus hordeaceus,non.ann,1
2015,transect,transect_2,transect_2C,BROhor,81.66666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_2,transect_2D,BROhor,183.3333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_2,transect_2E,BROhor,63.88888889,Bromus hordeaceus,non.ann,1
2015,transect,transect_3,transect_3A,BROhor,30.55555556,Bromus hordeaceus,non.ann,1
2015,transect,transect_3,transect_3B,BROhor,26.66666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_3,transect_3C,BROhor,42.77777778,Bromus hordeaceus,non.ann,1
2015,transect,transect_3,transect_3D,BROhor,72.22222222,Bromus hordeaceus,non.ann,1
2015,transect,transect_3,transect_3E,BROhor,148.8888889,Bromus hordeaceus,non.ann,1
2015,transect,transect_4,transect_4A,BROhor,248.8888889,Bromus hordeaceus,non.ann,1
2015,transect,transect_4,transect_4B,BROhor,66.66666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_4,transect_4C,BROhor,297.2222222,Bromus hordeaceus,non.ann,1
2015,transect,transect_4,transect_4D,BROhor,840,Bromus hordeaceus,non.ann,1
2015,transect,transect_4,transect_4E,BROhor,382.2222222,Bromus hordeaceus,non.ann,1
2015,transect,transect_5,transect_5A,BROhor,23.33333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_5,transect_5B,BROhor,511.1111111,Bromus hordeaceus,non.ann,1
2015,transect,transect_5,transect_5C,BROhor,122.7777778,Bromus hordeaceus,non.ann,1
2015,transect,transect_5,transect_5D,BROhor,130,Bromus hordeaceus,non.ann,1
2015,transect,transect_5,transect_5E,BROhor,1120,Bromus hordeaceus,non.ann,1
2015,transect,transect_6,transect_6A,BROhor,274.4444444,Bromus hordeaceus,non.ann,1
2015,transect,transect_6,transect_6B,BROhor,388.8888889,Bromus hordeaceus,non.ann,1
2015,transect,transect_6,transect_6C,BROhor,443.3333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_6,transect_6D,BROhor,409.4444444,Bromus hordeaceus,non.ann,1
2015,transect,transect_6,transect_6E,BROhor,377.7777778,Bromus hordeaceus,non.ann,1
2015,transect,transect_7,transect_7A,BROhor,18.88888889,Bromus hordeaceus,non.ann,1
2015,transect,transect_7,transect_7B,BROhor,2.222222222,Bromus hordeaceus,non.ann,1
2015,transect,transect_7,transect_7C,BROhor,141.6666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_7,transect_7D,BROhor,313.3333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_7,transect_7E,BROhor,661.1111111,Bromus hordeaceus,non.ann,1
2015,transect,transect_8,transect_8A,BROhor,28.88888889,Bromus hordeaceus,non.ann,1
2015,transect,transect_8,transect_8B,BROhor,70,Bromus hordeaceus,non.ann,1
2015,transect,transect_8,transect_8C,BROhor,53.33333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_8,transect_8D,BROhor,3.333333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_8,transect_8E,BROhor,170,Bromus hordeaceus,non.ann,1
2015,transect,transect_9,transect_9A,BROhor,0,Bromus hordeaceus,non.ann,1
2015,transect,transect_9,transect_9B,BROhor,1.111111111,Bromus hordeaceus,non.ann,1
2015,transect,transect_9,transect_9C,BROhor,120,Bromus hordeaceus,non.ann,1
2015,transect,transect_9,transect_9D,BROhor,102.7777778,Bromus hordeaceus,non.ann,1
2015,transect,transect_9,transect_9E,BROhor,60,Bromus hordeaceus,non.ann,1
2015,transect,transect_10,transect_10A,BROhor,81.66666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_10,transect_10B,BROhor,194.4444444,Bromus hordeaceus,non.ann,1
2015,transect,transect_10,transect_10C,BROhor,18.33333333,Bromus hordeaceus,non.ann,1
2015,transect,transect_10,transect_10D,BROhor,140,Bromus hordeaceus,non.ann,1
2015,transect,transect_10,transect_10E,BROhor,146.6666667,Bromus hordeaceus,non.ann,1
2015,transect,transect_1,transect_1A,FESper,0,Festuca perennis,other,1
2015,transect,transect_1,transect_1B,FESper,0,Festuca perennis,other,1
2015,transect,transect_1,transect_1C,FESper,0,Festuca perennis,other,1
2015,transect,transect_1,transect_1D,FESper,0,Festuca perennis,other,1
2015,transect,transect_1,transect_1E,FESper,0,Festuca perennis,other,1
2015,transect,transect_2,transect_2A,FESper,0,Festuca perennis,other,1
2015,transect,transect_2,transect_2B,FESper,0,Festuca perennis,other,1
2015,transect,transect_2,transect_2C,FESper,0,Festuca perennis,other,1
2015,transect,transect_2,transect_2D,FESper,0,Festuca perennis,other,1
2015,transect,transect_2,transect_2E,FESper,0,Festuca perennis,other,1
2015,transect,transect_3,transect_3A,FESper,0,Festuca perennis,other,1
2015,transect,transect_3,transect_3B,FESper,0,Festuca perennis,other,1
2015,transect,transect_3,transect_3C,FESper,0,Festuca perennis,other,1
2015,transect,transect_3,transect_3D,FESper,0,Festuca perennis,other,1
2015,transect,transect_3,transect_3E,FESper,0,Festuca perennis,other,1
2015,transect,transect_4,transect_4A,FESper,0,Festuca perennis,other,1
2015,transect,transect_4,transect_4B,FESper,0,Festuca perennis,other,1
2015,transect,transect_4,transect_4C,FESper,0,Festuca perennis,other,1
2015,transect,transect_4,transect_4D,FESper,0,Festuca perennis,other,1
2015,transect,transect_4,transect_4E,FESper,0,Festuca perennis,other,1
2015,transect,transect_5,transect_5A,FESper,0,Festuca perennis,other,1
2015,transect,transect_5,transect_5B,FESper,0,Festuca perennis,other,1
2015,transect,transect_5,transect_5C,FESper,0,Festuca perennis,other,1
2015,transect,transect_5,transect_5D,FESper,0,Festuca perennis,other,1
2015,transect,transect_5,transect_5E,FESper,0,Festuca perennis,other,1
2015,transect,transect_6,transect_6A,FESper,0,Festuca perennis,other,1
2015,transect,transect_6,transect_6B,FESper,0,Festuca perennis,other,1
2015,transect,transect_6,transect_6C,FESper,0,Festuca perennis,other,1
2015,transect,transect_6,transect_6D,FESper,0,Festuca perennis,other,1
2015,transect,transect_6,transect_6E,FESper,0,Festuca perennis,other,1
2015,transect,transect_7,transect_7A,FESper,0,Festuca perennis,other,1
2015,transect,transect_7,transect_7B,FESper,0,Festuca perennis,other,1
2015,transect,transect_7,transect_7C,FESper,0,Festuca perennis,other,1
2015,transect,transect_7,transect_7D,FESper,0,Festuca perennis,other,1
2015,transect,transect_7,transect_7E,FESper,0,Festuca perennis,other,1
2015,transect,transect_8,transect_8A,FESper,0,Festuca perennis,other,1
2015,transect,transect_8,transect_8B,FESper,46.66666667,Festuca perennis,other,1
2015,transect,transect_8,transect_8C,FESper,0,Festuca perennis,other,1
2015,transect,transect_8,transect_8D,FESper,80,Festuca perennis,other,1
2015,transect,transect_8,transect_8E,FESper,0,Festuca perennis,other,1
2015,transect,transect_9,transect_9A,FESper,0,Festuca perennis,other,1
2015,transect,transect_9,transect_9B,FESper,0,Festuca perennis,other,1
