year,month,experiment,plot,subplot,host,mean.dam,leaf.i.1,leaf.i.2,leaf.i.3,leaf.i.4,leaf.i.5,leaf.i.6,leaf.s.1,leaf.s.2,leaf.s.3,leaf.s.4,leaf.s.5,leaf.s.6,leaves.dam,leaves.tot,prop.dam,grass.group,nonnative
2016,NA,transect,transect_4,transect_4E,EG,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"native
perennial",0
2016,NA,transect,transect_4,transect_4E,SP,0.023333333333333334,1,1,1,NA,NA,NA,0.01,0.05,0.01,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_4,transect_4E,SP,3.333333333333333e-4,0,0,1,NA,NA,NA,0,0,0.001,NA,NA,NA,1,3,0.3333333333333333,"native
perennial",0
2016,NA,transect,transect_4,transect_4E,SP,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,"native
perennial",0
2016,NA,transect,transect_5,transect_5A,EG,0.001,1,1,1,NA,NA,NA,0.001,0.001,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_5,transect_5A,EG,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"native
perennial",0
2016,NA,transect,transect_5,transect_5A,EG,0.01,1,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,1,1,1,"native
perennial",0
2016,NA,transect,transect_5,transect_5C,EG,0.0055000000000000005,1,1,NA,NA,NA,NA,0.01,0.001,NA,NA,NA,NA,2,2,1,"native
perennial",0
2016,NA,transect,transect_5,transect_5C,EG,6.666666666666666e-4,1,0,1,NA,NA,NA,0.001,0,0.001,NA,NA,NA,2,3,0.6666666666666666,"native
perennial",0
2016,NA,transect,transect_5,transect_5C,EG,0.004,1,1,1,NA,NA,NA,0.001,0.001,0.01,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_5,transect_5C,SP,0.004,1,1,1,NA,NA,NA,0.001,0.01,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_5,transect_5C,SP,0.003666666666666667,1,0,1,NA,NA,NA,0.001,0,0.01,NA,NA,NA,2,3,0.6666666666666666,"native
perennial",0
2016,NA,transect,transect_5,transect_5E,BD,0.016666666666666666,1,0,0,NA,NA,NA,0.05,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2016,NA,transect,transect_5,transect_5E,EG,0.01,1,1,1,NA,NA,NA,0.01,0.01,0.01,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_5,transect_5E,EG,0.003666666666666667,1,1,0,NA,NA,NA,0.01,0.001,0,NA,NA,NA,2,3,0.6666666666666666,"native
perennial",0
2016,NA,transect,transect_5,transect_5E,SP,6.666666666666666e-4,1,0,1,NA,NA,NA,0.001,0,0.001,NA,NA,NA,2,3,0.6666666666666666,"native
perennial",0
2016,NA,transect,transect_6,transect_6A,AB,5e-4,1,0,NA,NA,NA,NA,0.001,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2016,NA,transect,transect_6,transect_6A,AB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2016,NA,transect,transect_6,transect_6A,EG,0.017333333333333333,1,1,1,NA,NA,NA,0.001,0.05,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6A,EG,0.004,1,1,1,NA,NA,NA,0.001,0.001,0.01,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6A,EG,0.004,1,1,1,NA,NA,NA,0.01,0.001,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6A,SP,0.023333333333333334,1,1,1,NA,NA,NA,0.01,0.01,0.05,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6A,SP,0.004,1,1,1,NA,NA,NA,0.001,0.01,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6A,SP,0.03666666666666667,1,1,1,NA,NA,NA,0.01,0.05,0.05,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6C,AB,0.001,1,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2016,NA,transect,transect_6,transect_6C,AB,0.003333333333333333,0,1,0,NA,NA,NA,0,0.01,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2016,NA,transect,transect_6,transect_6C,EG,0.017333333333333333,1,1,1,NA,NA,NA,0.05,0.001,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6C,EG,0.006999999999999999,1,1,1,NA,NA,NA,0.01,0.01,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6C,EG,0.004,1,1,1,NA,NA,NA,0.01,0.001,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6C,SP,3.333333333333333e-4,0,0,1,NA,NA,NA,0,0,0.001,NA,NA,NA,1,3,0.3333333333333333,"native
perennial",0
2016,NA,transect,transect_6,transect_6C,SP,0.03666666666666667,1,1,0,NA,NA,NA,0.1,0.01,0,NA,NA,NA,2,3,0.6666666666666666,"native
perennial",0
2016,NA,transect,transect_6,transect_6E,AB,5e-4,1,0,NA,NA,NA,NA,0.001,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2016,NA,transect,transect_6,transect_6E,EG,0.006999999999999999,1,1,1,NA,NA,NA,0.01,0.001,0.01,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6E,SP,0.006999999999999999,1,1,1,NA,NA,NA,0.01,0.001,0.01,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_6,transect_6E,SP,0.006999999999999999,1,1,1,NA,NA,NA,0.01,0.01,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_8,transect_8A,EG,0.033666666666666664,1,1,1,NA,NA,NA,0.05,0.05,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_8,transect_8A,EG,0.01,1,1,1,NA,NA,NA,0.01,0.01,0.01,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_8,transect_8A,EG,0.003666666666666667,1,1,0,NA,NA,NA,0.001,0.01,0,NA,NA,NA,2,3,0.6666666666666666,"native
perennial",0
2016,NA,transect,transect_8,transect_8A,SP,0.02,1,1,0,NA,NA,NA,0.01,0.05,0,NA,NA,NA,2,3,0.6666666666666666,"native
perennial",0
2016,NA,transect,transect_8,transect_8A,SP,3.333333333333333e-4,0,0,1,NA,NA,NA,0,0,0.001,NA,NA,NA,1,3,0.3333333333333333,"native
perennial",0
2016,NA,transect,transect_8,transect_8A,SP,3.333333333333333e-4,0,0,1,NA,NA,NA,0,0,0.001,NA,NA,NA,1,3,0.3333333333333333,"native
perennial",0
2016,NA,transect,transect_8,transect_8C,EG,0.006999999999999999,1,1,1,NA,NA,NA,0.001,0.01,0.01,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_8,transect_8C,EG,0.017333333333333333,1,1,1,NA,NA,NA,0.05,0.001,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_8,transect_8C,EG,0.001,1,1,1,NA,NA,NA,0.001,0.001,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_8,transect_8C,SP,0.004,1,1,1,NA,NA,NA,0.01,0.001,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_8,transect_8C,SP,0.001,1,1,1,NA,NA,NA,0.001,0.001,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_8,transect_8C,SP,0.004,1,1,1,NA,NA,NA,0.01,0.001,0.001,NA,NA,NA,3,3,1,"native
perennial",0
2016,NA,transect,transect_8,transect_8E,AB,5e-4,1,0,NA,NA,NA,NA,0.001,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2016,NA,transect,transect_8,transect_8E,AB,0.01,1,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2016,NA,transect,transect_8,transect_8E,EG,0.003666666666666667,0,1,1,NA,NA,NA,0,0.01,0.001,NA,NA,NA,2,3,0.6666666666666666,"native
perennial",0
2016,NA,transect,transect_8,transect_8E,SP,0.01,1,1,1,NA,NA,NA,0.01,0.01,0.01,NA,NA,NA,3,3,1,"native
perennial",0
