year,experiment,plot,subplot,sp,abundance,species,grass_group,CalfloraInvasive
2016,competition,competition_11,competition_11,SP.adult,1,Stipa pulchra,nat.per,0
2016,competition,competition_130,competition_130,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_38,competition_38,SP.adult,8,Stipa pulchra,nat.per,0
2016,competition,competition_94,competition_94,SP.adult,7,Stipa pulchra,nat.per,0
2016,competition,competition_143,competition_143,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_99,competition_99,SP.adult,5,Stipa pulchra,nat.per,0
2016,competition,competition_22,competition_22,SP.adult,0.5,Stipa pulchra,nat.per,0
2016,competition,competition_17,competition_17,SP.adult,0.5,Stipa pulchra,nat.per,0
2016,competition,competition_82,competition_82,SP.adult,1,Stipa pulchra,nat.per,0
2016,competition,competition_157,competition_157,SP.adult,3,Stipa pulchra,nat.per,0
2016,competition,competition_59,competition_59,SP.adult,6,Stipa pulchra,nat.per,0
2016,competition,competition_4,competition_4,SP.adult,3,Stipa pulchra,nat.per,0
2016,competition,competition_41,competition_41,SP.adult,9,Stipa pulchra,nat.per,0
2016,competition,competition_211,competition_211,SP.adult,1,Stipa pulchra,nat.per,0
2016,competition,competition_58,competition_58,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_138,competition_138,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_5,competition_5,SP.adult,1.5,Stipa pulchra,nat.per,0
2016,competition,competition_15,competition_15,SP.adult,0.5,Stipa pulchra,nat.per,0
2016,competition,competition_188,competition_188,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_24,competition_24,SP.adult,0,Stipa pulchra,nat.per,0
2016,competition,competition_84,competition_84,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_147,competition_147,SP.adult,1,Stipa pulchra,nat.per,0
2016,competition,competition_196,competition_196,SP.adult,1,Stipa pulchra,nat.per,0
2016,competition,competition_199,competition_199,SP.adult,6,Stipa pulchra,nat.per,0
2016,competition,competition_68,competition_68,SP.adult,1,Stipa pulchra,nat.per,0
2016,competition,competition_172,competition_172,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_114,competition_114,SP.adult,9,Stipa pulchra,nat.per,0
2016,competition,competition_149,competition_149,SP.adult,8,Stipa pulchra,nat.per,0
2016,competition,competition_81,competition_81,SP.adult,4,Stipa pulchra,nat.per,0
2016,competition,competition_152,competition_152,SP.adult,3,Stipa pulchra,nat.per,0
2016,competition,competition_53,competition_53,SP.adult,1,Stipa pulchra,nat.per,0
2016,competition,competition_2,competition_2,SP.adult,3.5,Stipa pulchra,nat.per,0
2016,competition,competition_8,competition_8,SP.adult,3.5,Stipa pulchra,nat.per,0
2016,competition,competition_111,competition_111,SP.adult,3,Stipa pulchra,nat.per,0
2016,competition,competition_127,competition_127,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_224,competition_224,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_47,competition_47,SP.adult,6,Stipa pulchra,nat.per,0
2016,competition,competition_212,competition_212,SP.adult,3,Stipa pulchra,nat.per,0
2016,competition,competition_213,competition_213,SP.adult,6,Stipa pulchra,nat.per,0
2016,competition,competition_221,competition_221,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_225,competition_225,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_232,competition_232,SP.adult,2,Stipa pulchra,nat.per,0
2016,competition,competition_52,competition_52,SP.adult,6,Stipa pulchra,nat.per,0
2016,competition,competition_218,competition_218,SP.adult,8,Stipa pulchra,nat.per,0
2016,competition,competition_230,competition_230,SP.adult,1,Stipa pulchra,nat.per,0
2016,competition,competition_231,competition_231,SP.adult,0,Stipa pulchra,nat.per,0
2016,competition,competition_13,competition_13,BH,17.5,Bromus hordeaceus,non.ann,1
2016,competition,competition_210,competition_210,BH,6,Bromus hordeaceus,non.ann,1
2016,competition,competition_170,competition_170,BH,14,Bromus hordeaceus,non.ann,1
2016,competition,competition_162,competition_162,BH,32,Bromus hordeaceus,non.ann,1
2016,competition,competition_108,competition_108,BH,53.3333333333333,Bromus hordeaceus,non.ann,1
2016,competition,competition_121,competition_121,BH,250,Bromus hordeaceus,non.ann,1
2016,competition,competition_220,competition_220,BH,8,Bromus hordeaceus,non.ann,1
2016,competition,competition_70,competition_70,BH,40,Bromus hordeaceus,non.ann,1
2016,competition,competition_72,competition_72,BH,4,Bromus hordeaceus,non.ann,1
2016,competition,competition_32,competition_32,BH,12,Bromus hordeaceus,non.ann,1
2016,competition,competition_98,competition_98,BH,14,Bromus hordeaceus,non.ann,1
2016,competition,competition_136,competition_136,BH,1140,Bromus hordeaceus,non.ann,1
2016,competition,competition_88,competition_88,BH,40,Bromus hordeaceus,non.ann,1
2016,competition,competition_101,competition_101,BH,33.3333333333333,Bromus hordeaceus,non.ann,1
2016,competition,competition_171,competition_171,BH,990,Bromus hordeaceus,non.ann,1
2016,competition,competition_74,competition_74,BH,3,Bromus hordeaceus,non.ann,1
2016,competition,competition_106,competition_106,BH,18,Bromus hordeaceus,non.ann,1
2016,competition,competition_104,competition_104,BH,30,Bromus hordeaceus,non.ann,1
2016,competition,competition_31,competition_31,BH,25,Bromus hordeaceus,non.ann,1
2016,competition,competition_187,competition_187,BH,12,Bromus hordeaceus,non.ann,1
2016,competition,competition_113,competition_113,BH,33.3333333333333,Bromus hordeaceus,non.ann,1
2016,competition,competition_107,competition_107,BH,120,Bromus hordeaceus,non.ann,1
2016,competition,competition_175,competition_175,BH,18,Bromus hordeaceus,non.ann,1
2016,competition,competition_191,competition_191,BH,420,Bromus hordeaceus,non.ann,1
2016,competition,competition_167,competition_167,BH,9,Bromus hordeaceus,non.ann,1
2016,competition,competition_140,competition_140,BH,22.2222222222222,Bromus hordeaceus,non.ann,1
2016,competition,competition_64,competition_64,BH,2,Bromus hordeaceus,non.ann,1
2016,competition,competition_80,competition_80,BH,31.1111111111111,Bromus hordeaceus,non.ann,1
2016,competition,competition_112,competition_112,BH,1235,Bromus hordeaceus,non.ann,1
2016,competition,competition_129,competition_129,BH,11,Bromus hordeaceus,non.ann,1
2016,competition,competition_43,competition_43,BH,75,Bromus hordeaceus,non.ann,1
2016,competition,competition_85,competition_85,BH,73.8888888888889,Bromus hordeaceus,non.ann,1
2016,competition,competition_128,competition_128,BH,6,Bromus hordeaceus,non.ann,1
2016,competition,competition_86,competition_86,BH,80,Bromus hordeaceus,non.ann,1
2016,competition,competition_11,competition_11,BH,33.3333333333333,Bromus hordeaceus,non.ann,1
2016,competition,competition_130,competition_130,BH,9,Bromus hordeaceus,non.ann,1
2016,competition,competition_38,competition_38,BH,27,Bromus hordeaceus,non.ann,1
2016,competition,competition_94,competition_94,BH,18,Bromus hordeaceus,non.ann,1
2016,competition,competition_143,competition_143,BH,120,Bromus hordeaceus,non.ann,1
2016,competition,competition_99,competition_99,BH,9,Bromus hordeaceus,non.ann,1
2016,competition,competition_22,competition_22,BH,15,Bromus hordeaceus,non.ann,1
2016,competition,competition_17,competition_17,BH,9,Bromus hordeaceus,non.ann,1
2016,competition,competition_82,competition_82,BH,15,Bromus hordeaceus,non.ann,1
2016,competition,competition_157,competition_157,BH,22,Bromus hordeaceus,non.ann,1
2016,competition,competition_59,competition_59,BH,16.6666666666667,Bromus hordeaceus,non.ann,1
2016,competition,competition_4,competition_4,BH,8,Bromus hordeaceus,non.ann,1
2016,competition,competition_41,competition_41,BH,8,Bromus hordeaceus,non.ann,1
2016,competition,competition_211,competition_211,BH,8,Bromus hordeaceus,non.ann,1
2016,competition,competition_58,competition_58,BH,24,Bromus hordeaceus,non.ann,1
2016,competition,competition_138,competition_138,BH,2470,Bromus hordeaceus,non.ann,1
2016,competition,competition_5,competition_5,BH,40,Bromus hordeaceus,non.ann,1
2016,competition,competition_15,competition_15,BH,8,Bromus hordeaceus,non.ann,1
2016,competition,competition_188,competition_188,BH,10,Bromus hordeaceus,non.ann,1
2016,competition,competition_24,competition_24,BH,7.5,Bromus hordeaceus,non.ann,1
2016,competition,competition_84,competition_84,BH,35.5555555555556,Bromus hordeaceus,non.ann,1
2016,competition,competition_147,competition_147,BH,6,Bromus hordeaceus,non.ann,1
2016,competition,competition_196,competition_196,BH,1020,Bromus hordeaceus,non.ann,1
2016,competition,competition_199,competition_199,BH,0,Bromus hordeaceus,non.ann,1
2016,competition,competition_68,competition_68,BH,1330,Bromus hordeaceus,non.ann,1
2016,competition,competition_172,competition_172,BH,10,Bromus hordeaceus,non.ann,1
2016,competition,competition_114,competition_114,BH,35.5555555555556,Bromus hordeaceus,non.ann,1
2016,competition,competition_149,competition_149,BH,9,Bromus hordeaceus,non.ann,1
2016,competition,competition_81,competition_81,BH,960,Bromus hordeaceus,non.ann,1
2016,competition,competition_152,competition_152,BH,16,Bromus hordeaceus,non.ann,1
2016,competition,competition_53,competition_53,BH,10,Bromus hordeaceus,non.ann,1
2016,competition,competition_2,competition_2,BH,55.5555555555556,Bromus hordeaceus,non.ann,1
2016,competition,competition_8,competition_8,BH,400,Bromus hordeaceus,non.ann,1
2016,competition,competition_111,competition_111,BH,9,Bromus hordeaceus,non.ann,1
2016,competition,competition_127,competition_127,BH,12,Bromus hordeaceus,non.ann,1
2016,competition,competition_224,competition_224,BH,2550,Bromus hordeaceus,non.ann,1
2016,competition,competition_47,competition_47,BH,0,Bromus hordeaceus,non.ann,1
2016,competition,competition_212,competition_212,BH,7,Bromus hordeaceus,non.ann,1
2016,competition,competition_213,competition_213,BH,5,Bromus hordeaceus,non.ann,1
2016,competition,competition_221,competition_221,BH,0,Bromus hordeaceus,non.ann,1
2016,competition,competition_225,competition_225,BH,7,Bromus hordeaceus,non.ann,1
2016,competition,competition_232,competition_232,BH,0,Bromus hordeaceus,non.ann,1
2016,competition,competition_52,competition_52,BH,6,Bromus hordeaceus,non.ann,1
2016,competition,competition_218,competition_218,BH,16,Bromus hordeaceus,non.ann,1
2016,competition,competition_230,competition_230,BH,20,Bromus hordeaceus,non.ann,1
2016,competition,competition_231,competition_231,BH,800,Bromus hordeaceus,non.ann,1
2016,competition,competition_13,competition_13,BD,0.5,Bromus diandrus,non.ann,1
2016,competition,competition_210,competition_210,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_170,competition_170,BD,2,Bromus diandrus,non.ann,1
2016,competition,competition_162,competition_162,BD,2,Bromus diandrus,non.ann,1
2016,competition,competition_108,competition_108,BD,6,Bromus diandrus,non.ann,1
2016,competition,competition_121,competition_121,BD,26.6666666666667,Bromus diandrus,non.ann,1
2016,competition,competition_220,competition_220,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_70,competition_70,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_72,competition_72,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_32,competition_32,BD,8,Bromus diandrus,non.ann,1
2016,competition,competition_98,competition_98,BD,2,Bromus diandrus,non.ann,1
2016,competition,competition_136,competition_136,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_88,competition_88,BD,5,Bromus diandrus,non.ann,1
2016,competition,competition_101,competition_101,BD,11,Bromus diandrus,non.ann,1
2016,competition,competition_171,competition_171,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_74,competition_74,BD,3,Bromus diandrus,non.ann,1
2016,competition,competition_106,competition_106,BD,61.1111111111111,Bromus diandrus,non.ann,1
2016,competition,competition_104,competition_104,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_31,competition_31,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_187,competition_187,BD,66.1111111111111,Bromus diandrus,non.ann,1
2016,competition,competition_113,competition_113,BD,22.2222222222222,Bromus diandrus,non.ann,1
2016,competition,competition_107,competition_107,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_175,competition_175,BD,3,Bromus diandrus,non.ann,1
2016,competition,competition_191,competition_191,BD,240,Bromus diandrus,non.ann,1
2016,competition,competition_167,competition_167,BD,4,Bromus diandrus,non.ann,1
2016,competition,competition_140,competition_140,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_64,competition_64,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_80,competition_80,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_112,competition_112,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_129,competition_129,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_43,competition_43,BD,17,Bromus diandrus,non.ann,1
2016,competition,competition_85,competition_85,BD,4,Bromus diandrus,non.ann,1
2016,competition,competition_128,competition_128,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_86,competition_86,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_11,competition_11,BD,3,Bromus diandrus,non.ann,1
2016,competition,competition_130,competition_130,BD,2,Bromus diandrus,non.ann,1
2016,competition,competition_38,competition_38,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_94,competition_94,BD,4,Bromus diandrus,non.ann,1
2016,competition,competition_143,competition_143,BD,5,Bromus diandrus,non.ann,1
2016,competition,competition_99,competition_99,BD,26.6666666666667,Bromus diandrus,non.ann,1
2016,competition,competition_22,competition_22,BD,0.5,Bromus diandrus,non.ann,1
2016,competition,competition_17,competition_17,BD,3,Bromus diandrus,non.ann,1
2016,competition,competition_82,competition_82,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_157,competition_157,BD,8,Bromus diandrus,non.ann,1
2016,competition,competition_59,competition_59,BD,5,Bromus diandrus,non.ann,1
2016,competition,competition_4,competition_4,BD,0.5,Bromus diandrus,non.ann,1
2016,competition,competition_41,competition_41,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_211,competition_211,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_58,competition_58,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_138,competition_138,BD,2,Bromus diandrus,non.ann,1
2016,competition,competition_5,competition_5,BD,2,Bromus diandrus,non.ann,1
2016,competition,competition_15,competition_15,BD,0.5,Bromus diandrus,non.ann,1
2016,competition,competition_188,competition_188,BD,5,Bromus diandrus,non.ann,1
2016,competition,competition_24,competition_24,BD,0.5,Bromus diandrus,non.ann,1
2016,competition,competition_84,competition_84,BD,8,Bromus diandrus,non.ann,1
2016,competition,competition_147,competition_147,BD,6,Bromus diandrus,non.ann,1
2016,competition,competition_196,competition_196,BD,3,Bromus diandrus,non.ann,1
2016,competition,competition_199,competition_199,BD,10,Bromus diandrus,non.ann,1
2016,competition,competition_68,competition_68,BD,2,Bromus diandrus,non.ann,1
2016,competition,competition_172,competition_172,BD,3,Bromus diandrus,non.ann,1
2016,competition,competition_114,competition_114,BD,10,Bromus diandrus,non.ann,1
2016,competition,competition_149,competition_149,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_81,competition_81,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_152,competition_152,BD,8,Bromus diandrus,non.ann,1
2016,competition,competition_53,competition_53,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_2,competition_2,BD,2,Bromus diandrus,non.ann,1
2016,competition,competition_8,competition_8,BD,2,Bromus diandrus,non.ann,1
2016,competition,competition_111,competition_111,BD,11.1111111111111,Bromus diandrus,non.ann,1
2016,competition,competition_127,competition_127,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_224,competition_224,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_47,competition_47,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_212,competition_212,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_213,competition_213,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_221,competition_221,BD,6,Bromus diandrus,non.ann,1
2016,competition,competition_225,competition_225,BD,2,Bromus diandrus,non.ann,1
2016,competition,competition_232,competition_232,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_52,competition_52,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_218,competition_218,BD,1,Bromus diandrus,non.ann,1
2016,competition,competition_230,competition_230,BD,213.333333333333,Bromus diandrus,non.ann,1
2016,competition,competition_231,competition_231,BD,0,Bromus diandrus,non.ann,1
2016,competition,competition_13,competition_13,Avena,2.22222222222222,Avena sp.,non.ann,1
2016,competition,competition_210,competition_210,Avena,53.3333333333333,Avena sp.,non.ann,1
2016,competition,competition_170,competition_170,Avena,2,Avena sp.,non.ann,1
2016,competition,competition_162,competition_162,Avena,12,Avena sp.,non.ann,1
2016,competition,competition_108,competition_108,Avena,17.7777777777778,Avena sp.,non.ann,1
2016,competition,competition_121,competition_121,Avena,13.3333333333333,Avena sp.,non.ann,1
2016,competition,competition_220,competition_220,Avena,53.3333333333333,Avena sp.,non.ann,1
2016,competition,competition_70,competition_70,Avena,9,Avena sp.,non.ann,1
2016,competition,competition_72,competition_72,Avena,8,Avena sp.,non.ann,1
2016,competition,competition_32,competition_32,Avena,13,Avena sp.,non.ann,1
2016,competition,competition_98,competition_98,Avena,47.2222222222222,Avena sp.,non.ann,1
2016,competition,competition_136,competition_136,Avena,10,Avena sp.,non.ann,1
2016,competition,competition_88,competition_88,Avena,8,Avena sp.,non.ann,1
2016,competition,competition_101,competition_101,Avena,3,Avena sp.,non.ann,1
2016,competition,competition_171,competition_171,Avena,17.7777777777778,Avena sp.,non.ann,1
2016,competition,competition_74,competition_74,Avena,17,Avena sp.,non.ann,1
2016,competition,competition_106,competition_106,Avena,20,Avena sp.,non.ann,1
2016,competition,competition_104,competition_104,Avena,0,Avena sp.,non.ann,1
2016,competition,competition_31,competition_31,Avena,16.6666666666667,Avena sp.,non.ann,1
2016,competition,competition_187,competition_187,Avena,5,Avena sp.,non.ann,1
2016,competition,competition_113,competition_113,Avena,26.6666666666667,Avena sp.,non.ann,1
2016,competition,competition_107,competition_107,Avena,1,Avena sp.,non.ann,1
2016,competition,competition_175,competition_175,Avena,5,Avena sp.,non.ann,1
2016,competition,competition_191,competition_191,Avena,7,Avena sp.,non.ann,1
2016,competition,competition_167,competition_167,Avena,30,Avena sp.,non.ann,1
2016,competition,competition_140,competition_140,Avena,7,Avena sp.,non.ann,1
2016,competition,competition_64,competition_64,Avena,31.1111111111111,Avena sp.,non.ann,1
2016,competition,competition_80,competition_80,Avena,6.66666666666667,Avena sp.,non.ann,1
2016,competition,competition_112,competition_112,Avena,66.1111111111111,Avena sp.,non.ann,1
2016,competition,competition_129,competition_129,Avena,6,Avena sp.,non.ann,1
2016,competition,competition_43,competition_43,Avena,10,Avena sp.,non.ann,1
2016,competition,competition_85,competition_85,Avena,16,Avena sp.,non.ann,1
2016,competition,competition_128,competition_128,Avena,13.3333333333333,Avena sp.,non.ann,1
