year,experiment,plot,subplot,sp,abundance,species,grass_group,CalfloraInvasive
2016,transect,transect_3,transect_3A,Avena,23.33333333,Avena sp.,non.ann,1
2016,transect,transect_5,transect_5C,Avena,10,Avena sp.,non.ann,1
2016,transect,transect_5,transect_5E,Avena,53.33333333,Avena sp.,non.ann,1
2016,transect,transect_4,transect_4A,Avena,30,Avena sp.,non.ann,1
2016,transect,transect_6,transect_6A,Avena,71.11111111,Avena sp.,non.ann,1
2016,transect,transect_4,transect_4C,Avena,18,Avena sp.,non.ann,1
2016,transect,transect_6,transect_6E,Avena,266.6666667,Avena sp.,non.ann,1
2016,transect,transect_8,transect_8A,Avena,2,Avena sp.,non.ann,1
2016,transect,transect_5,transect_5A,Avena,6,Avena sp.,non.ann,1
2016,transect,transect_4,transect_4E,Avena,26,Avena sp.,non.ann,1
2016,transect,transect_1,transect_1E,Avena,150,Avena sp.,non.ann,1
2016,transect,transect_6,transect_6C,Avena,25,Avena sp.,non.ann,1
2016,transect,transect_8,transect_8E,Avena,66.66666667,Avena sp.,non.ann,1
2016,transect,transect_8,transect_8C,Avena,2,Avena sp.,non.ann,1
2016,transect,transect_3,transect_3C,Avena,200,Avena sp.,non.ann,1
2016,transect,transect_3,transect_3E,Avena,100,Avena sp.,non.ann,1
2016,transect,transect_1,transect_1A,Avena,12,Avena sp.,non.ann,1
2016,transect,transect_1,transect_1C,Avena,14,Avena sp.,non.ann,1
2016,transect,transect_3,transect_3A,Forb,80,Forb,NA,NA
2016,transect,transect_5,transect_5C,Forb,900,Forb,NA,NA
2016,transect,transect_5,transect_5E,Forb,66.66666667,Forb,NA,NA
2016,transect,transect_4,transect_4A,Forb,15,Forb,NA,NA
2016,transect,transect_6,transect_6A,Forb,600,Forb,NA,NA
2016,transect,transect_4,transect_4C,Forb,200,Forb,NA,NA
2016,transect,transect_6,transect_6E,Forb,100,Forb,NA,NA
2016,transect,transect_8,transect_8A,Forb,400,Forb,NA,NA
2016,transect,transect_5,transect_5A,Forb,53.33333333,Forb,NA,NA
2016,transect,transect_4,transect_4E,Forb,0,Forb,NA,NA
2016,transect,transect_1,transect_1E,Forb,70,Forb,NA,NA
2016,transect,transect_6,transect_6C,Forb,125,Forb,NA,NA
2016,transect,transect_8,transect_8E,Forb,360,Forb,NA,NA
2016,transect,transect_8,transect_8C,Forb,240,Forb,NA,NA
2016,transect,transect_3,transect_3C,Forb,225,Forb,NA,NA
2016,transect,transect_3,transect_3E,Forb,600,Forb,NA,NA
2016,transect,transect_1,transect_1A,Forb,200,Forb,NA,NA
2016,transect,transect_1,transect_1C,Forb,124.4444444,Forb,NA,NA
2016,transect,transect_3,transect_3A,Fabaceae,0,Fabaceae,NA,NA
2016,transect,transect_5,transect_5C,Fabaceae,6.666666667,Fabaceae,NA,NA
2016,transect,transect_5,transect_5E,Fabaceae,15,Fabaceae,NA,NA
2016,transect,transect_4,transect_4A,Fabaceae,4,Fabaceae,NA,NA
2016,transect,transect_6,transect_6A,Fabaceae,1,Fabaceae,NA,NA
2016,transect,transect_4,transect_4C,Fabaceae,75,Fabaceae,NA,NA
2016,transect,transect_6,transect_6E,Fabaceae,0,Fabaceae,NA,NA
2016,transect,transect_8,transect_8A,Fabaceae,0,Fabaceae,NA,NA
2016,transect,transect_5,transect_5A,Fabaceae,0,Fabaceae,NA,NA
2016,transect,transect_4,transect_4E,Fabaceae,450,Fabaceae,NA,NA
2016,transect,transect_1,transect_1E,Fabaceae,66.66666667,Fabaceae,NA,NA
2016,transect,transect_6,transect_6C,Fabaceae,0,Fabaceae,NA,NA
2016,transect,transect_8,transect_8E,Fabaceae,0,Fabaceae,NA,NA
2016,transect,transect_8,transect_8C,Fabaceae,0,Fabaceae,NA,NA
2016,transect,transect_3,transect_3C,Fabaceae,9,Fabaceae,NA,NA
2016,transect,transect_3,transect_3E,Fabaceae,27.77777778,Fabaceae,NA,NA
2016,transect,transect_1,transect_1A,Fabaceae,5,Fabaceae,NA,NA
2016,transect,transect_1,transect_1C,Fabaceae,0,Fabaceae,NA,NA
2016,transect,transect_3,transect_3A,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_5,transect_5C,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_5,transect_5E,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_4,transect_4A,BRADIS,1,Brachypodium distachyon,non.ann,1
2016,transect,transect_6,transect_6A,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_4,transect_4C,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_6,transect_6E,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_8,transect_8A,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_5,transect_5A,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_4,transect_4E,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_1,transect_1E,BRADIS,480,Brachypodium distachyon,non.ann,1
2016,transect,transect_6,transect_6C,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_8,transect_8E,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_8,transect_8C,BRADIS,0,Brachypodium distachyon,non.ann,1
2016,transect,transect_3,transect_3C,BRADIS,300,Brachypodium distachyon,non.ann,1
2016,transect,transect_3,transect_3E,BRADIS,450,Brachypodium distachyon,non.ann,1
2016,transect,transect_1,transect_1A,BRADIS,2,Brachypodium distachyon,non.ann,1
2016,transect,transect_1,transect_1C,BRADIS,300,Brachypodium distachyon,non.ann,1
2016,transect,transect_3,transect_3A,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_5,transect_5C,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_5,transect_5E,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_4,transect_4A,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_6,transect_6A,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_4,transect_4C,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_6,transect_6E,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_8,transect_8A,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_5,transect_5A,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_4,transect_4E,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_1,transect_1E,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_6,transect_6C,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_8,transect_8E,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_8,transect_8C,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_3,transect_3C,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_3,transect_3E,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_1,transect_1A,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_1,transect_1C,FEMY,0,Festuca myuros,non.ann,1
2016,transect,transect_3,transect_3A,POA,0,unidentified grass,other,NA
2016,transect,transect_5,transect_5C,POA,0,unidentified grass,other,NA
2016,transect,transect_5,transect_5E,POA,0,unidentified grass,other,NA
2016,transect,transect_4,transect_4A,POA,0,unidentified grass,other,NA
2016,transect,transect_6,transect_6A,POA,0,unidentified grass,other,NA
2016,transect,transect_4,transect_4C,POA,0,unidentified grass,other,NA
2016,transect,transect_6,transect_6E,POA,160,unidentified grass,other,NA
2016,transect,transect_8,transect_8A,POA,0,unidentified grass,other,NA
2016,transect,transect_5,transect_5A,POA,0,unidentified grass,other,NA
2016,transect,transect_4,transect_4E,POA,0,unidentified grass,other,NA
2016,transect,transect_1,transect_1E,POA,0,unidentified grass,other,NA
2016,transect,transect_6,transect_6C,POA,0,unidentified grass,other,NA
2016,transect,transect_8,transect_8E,POA,0,unidentified grass,other,NA
2016,transect,transect_8,transect_8C,POA,0,unidentified grass,other,NA
2016,transect,transect_3,transect_3C,POA,0,unidentified grass,other,NA
2016,transect,transect_3,transect_3E,POA,0,unidentified grass,other,NA
2016,transect,transect_1,transect_1A,POA,0,unidentified grass,other,NA
2016,transect,transect_1,transect_1C,POA,0,unidentified grass,other,NA
