year,month,experiment,plot,subplot,host,mean.dam,leaf.i.1,leaf.i.2,leaf.i.3,leaf.i.4,leaf.i.5,leaf.i.6,leaf.s.1,leaf.s.2,leaf.s.3,leaf.s.4,leaf.s.5,leaf.s.6,leaves.dam,leaves.tot,prop.dam,grass.group,nonnative
2015,March,transect,transect_1,transect_1D,SP,0.017,1,0,1,0,1,1,0.001,0,0.05,0,0.05,0.001,4,6,0.6666666666666666,"native
perennial",0
2015,March,transect,transect_1,transect_1D,SP,0.06849999999999999,1,0,1,1,1,1,0.01,0,0.25,0.05,0.1,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,March,transect,transect_1,transect_1E,AB,0.0016666666666666666,0,0,0,0,1,0,0,0,0,0,0.01,0,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_1,transect_1E,AB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_1,transect_1E,AB,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_1,transect_1E,BH,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,5,0,"non-native
annual",1
2015,March,transect,transect_1,transect_1E,BH,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,March,transect,transect_1,transect_1E,BH,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_1,transect_1E,SP,0.0021666666666666666,1,0,1,0,1,1,0.001,0,0.001,0,0.01,0.001,4,6,0.6666666666666666,"native
perennial",0
2015,March,transect,transect_1,transect_1E,SP,0.0018333333333333335,0,1,0,0,1,0,0,0.01,0,0,0.001,0,2,6,0.3333333333333333,"native
perennial",0
2015,March,transect,transect_10,transect_10A,BH,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10A,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,March,transect,transect_10,transect_10A,BH,0.05,1,0,NA,NA,NA,NA,0.1,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,March,transect,transect_10,transect_10A,PA,1.6666666666666666e-4,0,0,0,0,0,1,0,0,0,0,0,0.001,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_10,transect_10A,PA,3.333333333333333e-4,0,0,0,1,1,0,0,0,0,0.001,0.001,0,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10A,PA,1.6666666666666666e-4,1,0,0,0,0,0,0.001,0,0,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_10,transect_10B,BH,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,1,0,"non-native
annual",1
2015,March,transect,transect_10,transect_10B,BH,0.05,1,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,1,1,1,"non-native
annual",1
2015,March,transect,transect_10,transect_10B,PA,0.0435,0,1,0,1,0,1,0,0.25,0,0.01,0,0.001,3,6,0.5,"non-native
annual",1
2015,March,transect,transect_10,transect_10B,PA,0.0085,0,1,1,0,0,0,0,0.001,0.05,0,0,0,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10B,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"non-native
annual",1
2015,March,transect,transect_10,transect_10C,BD,5e-4,1,0,NA,NA,NA,NA,0.001,0,NA,NA,NA,NA,1,2,0.5,"non-native
annual",1
2015,March,transect,transect_10,transect_10C,BD,0.018833333333333334,1,1,1,1,0,1,0.1,0.01,0.001,0.001,0,0.001,5,6,0.8333333333333334,"non-native
annual",1
2015,March,transect,transect_10,transect_10C,BH,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10C,PA,5e-4,0,1,0,1,0,1,0,0.001,0,0.001,0,0.001,3,6,0.5,"non-native
annual",1
2015,March,transect,transect_10,transect_10C,PA,0.042,0,0,1,0,1,1,0,0,0.001,0,0.001,0.25,3,6,0.5,"non-native
annual",1
2015,March,transect,transect_10,transect_10C,PA,1.6666666666666666e-4,0,0,0,0,0,1,0,0,0,0,0,0.001,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,AB,0.013999999999999999,1,1,1,0,0,NA,0.05,0.01,0.01,0,0,NA,3,5,0.6,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,AB,0.0018333333333333335,0,0,0,1,1,0,0,0,0,0.01,0.001,0,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,AB,0.0255,1,1,1,1,NA,NA,0.05,0.05,0.001,0.001,NA,NA,4,4,1,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,BD,3.333333333333333e-4,1,0,0,0,1,0,0.001,0,0,0,0.001,0,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,BD,2e-4,1,0,0,0,0,NA,0.001,0,0,0,0,NA,1,5,0.2,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,BD,2.5e-4,1,0,0,0,NA,NA,0.001,0,0,0,NA,NA,1,4,0.25,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,BH,0.0025,1,0,0,0,NA,NA,0.01,0,0,0,NA,NA,1,4,0.25,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,BH,0.03333333333333333,1,0,0,NA,NA,NA,0.1,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,BH,0.003666666666666667,1,0,1,NA,NA,NA,0.001,0,0.01,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,PA,1.6666666666666666e-4,0,1,0,0,0,0,0,0.001,0,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,PA,1.6666666666666666e-4,0,0,1,0,0,0,0,0,0.001,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_10,transect_10D,PA,0.008333333333333333,0,0,0,0,0,1,0,0,0,0,0,0.05,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,AB,0.003666666666666667,1,1,0,NA,NA,NA,0.01,0.001,0,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,AB,0.00525,1,0,1,1,NA,NA,0.01,0,0.001,0.01,NA,NA,3,4,0.75,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,AB,0.003333333333333333,1,0,0,NA,NA,NA,0.01,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,BD,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,4,0,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,BD,0.002,1,0,1,1,0,0,0.01,0,0.001,0.001,0,0,3,6,0.5,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,BD,2e-4,1,0,0,0,0,NA,0.001,0,0,0,0,NA,1,5,0.2,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,BH,0.03333333333333333,0,0,1,NA,NA,NA,0,0,0.1,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,BH,2.5e-4,1,0,0,0,NA,NA,0.001,0,0,0,NA,NA,1,4,0.25,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,BH,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,PA,0.0018333333333333335,0,0,1,0,1,0,0,0,0.001,0,0.01,0,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_10,transect_10E,PA,0.003333333333333333,1,0,0,1,0,0,0.01,0,0,0.01,0,0,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_2,transect_2A,PA,1.6666666666666666e-4,0,0,1,0,0,0,0,0,0.001,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_2,transect_2A,PA,1.6666666666666666e-4,0,0,1,0,0,0,0,0,0.001,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_2,transect_2A,PA,0.0018333333333333335,0,0,0,0,1,1,0,0,0,0,0.01,0.001,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_2,transect_2B,PA,0.0018333333333333335,1,0,0,1,0,0,0.001,0,0,0.01,0,0,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_2,transect_2B,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"non-native
annual",1
2015,March,transect,transect_2,transect_2B,PA,0.002,0,1,1,0,1,0,0,0.001,0.001,0,0.01,0,3,6,0.5,"non-native
annual",1
2015,March,transect,transect_2,transect_2C,AB,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,4,0,"non-native
annual",1
2015,March,transect,transect_2,transect_2C,AB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_2,transect_2C,AB,0.0018333333333333335,1,0,0,0,0,1,0.01,0,0,0,0,0.001,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_2,transect_2C,PA,0.008333333333333333,0,0,0,0,1,0,0,0,0,0,0.05,0,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_2,transect_2C,PA,0.008333333333333333,0,0,0,0,1,0,0,0,0,0,0.05,0,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_2,transect_2C,PA,1.6666666666666666e-4,0,0,1,0,0,0,0,0,0.001,0,0,0,1,6,0.16666666666666666,"non-native
annual",1
2015,March,transect,transect_2,transect_2C,SP,0.003333333333333333,1,1,0,0,0,0,0.01,0.01,0,0,0,0,2,6,0.3333333333333333,"native
perennial",0
2015,March,transect,transect_2,transect_2C,SP,0.0034999999999999996,0,0,1,1,1,0,0,0,0.01,0.001,0.01,0,3,6,0.5,"native
perennial",0
2015,March,transect,transect_2,transect_2C,SP,3.333333333333333e-4,0,0,1,0,0,1,0,0,0.001,0,0,0.001,2,6,0.3333333333333333,"native
perennial",0
2015,March,transect,transect_2,transect_2D,AB,0.0025,0,1,0,0,NA,NA,0,0.01,0,0,NA,NA,1,4,0.25,"non-native
annual",1
2015,March,transect,transect_2,transect_2D,AB,0.08516666666666667,1,0,0,1,0,1,0.001,0,0,0.5,0,0.01,3,6,0.5,"non-native
annual",1
2015,March,transect,transect_2,transect_2D,AB,0.010166666666666666,0,1,0,1,1,0,0,0.001,0,0.01,0.05,0,3,6,0.5,"non-native
annual",1
2015,March,transect,transect_2,transect_2D,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"non-native
annual",1
2015,March,transect,transect_2,transect_2D,PA,0.008666666666666666,0,0,1,0,1,1,0,0,0.001,0,0.05,0.001,3,6,0.5,"non-native
annual",1
2015,March,transect,transect_2,transect_2D,SP,0.0016666666666666666,0,1,0,0,0,0,0,0.01,0,0,0,0,1,6,0.16666666666666666,"native
perennial",0
2015,March,transect,transect_2,transect_2D,SP,0.0085,1,1,0,0,0,0,0.001,0.05,0,0,0,0,2,6,0.3333333333333333,"native
perennial",0
2015,March,transect,transect_2,transect_2D,SP,0.010166666666666666,0,1,1,0,0,1,0,0.001,0.01,0,0,0.05,3,6,0.5,"native
perennial",0
2015,March,transect,transect_2,transect_2E,AB,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_2,transect_2E,AB,7.500000000000001e-4,1,1,1,0,NA,NA,0.001,0.001,0.001,0,NA,NA,3,4,0.75,"non-native
annual",1
2015,March,transect,transect_2,transect_2E,AB,0.003666666666666667,1,0,1,1,1,0,0.01,0,0.001,0.001,0.01,0,4,6,0.6666666666666666,"non-native
annual",1
2015,March,transect,transect_2,transect_2E,SP,0.006666666666666666,1,1,1,0,0,1,0.01,0.01,0.01,0,0,0.01,4,6,0.6666666666666666,"native
perennial",0
2015,March,transect,transect_2,transect_2E,SP,0.01,1,1,1,1,1,1,0.01,0.01,0.01,0.01,0.01,0.01,6,6,1,"native
perennial",0
2015,March,transect,transect_2,transect_2E,SP,0.04333333333333333,1,1,1,1,1,1,0.05,0.05,0.05,0.01,0.05,0.05,6,6,1,"native
perennial",0
2015,March,transect,transect_3,transect_3A,AB,0.001,1,1,NA,NA,NA,NA,0.001,0.001,NA,NA,NA,NA,2,2,1,"non-native
annual",1
2015,March,transect,transect_3,transect_3A,AB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3A,AB,0.033666666666666664,1,1,1,NA,NA,NA,0.05,0.001,0.05,NA,NA,NA,3,3,1,"non-native
annual",1
2015,March,transect,transect_3,transect_3A,BH,0.1,1,1,0,NA,NA,NA,0.25,0.05,0,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,March,transect,transect_3,transect_3A,BH,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3A,BH,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3A,SP,0.018833333333333334,0,1,1,1,1,1,0,0.001,0.1,0.001,0.001,0.01,5,6,0.8333333333333334,"native
perennial",0
2015,March,transect,transect_3,transect_3A,SP,0.08833333333333333,1,1,1,1,1,1,0.01,0.2,0.25,0.01,0.05,0.01,6,6,1,"native
perennial",0
2015,March,transect,transect_3,transect_3A,SP,0.016666666666666666,1,0,0,NA,NA,NA,0.05,0,0,NA,NA,NA,1,3,0.3333333333333333,"native
perennial",0
2015,March,transect,transect_3,transect_3B,AB,0.018333333333333333,0,0,0,1,0,1,0,0,0,0.1,0,0.01,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_3,transect_3B,AB,0.016833333333333332,1,0,1,1,0,0,0.05,0,0.001,0.05,0,0,3,6,0.5,"non-native
annual",1
2015,March,transect,transect_3,transect_3B,AB,0.0018333333333333335,0,1,0,0,0,1,0,0.01,0,0,0,0.001,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_3,transect_3B,BD,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3B,BD,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3B,BD,6.666666666666666e-4,1,0,1,NA,NA,NA,0.001,0,0.001,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,March,transect,transect_3,transect_3B,SP,0.04166666666666667,0,0,1,1,1,1,0,0,0.1,0.05,0.05,0.05,4,6,0.6666666666666666,"native
perennial",0
2015,March,transect,transect_3,transect_3B,SP,0.050666666666666665,1,1,1,1,1,1,0.05,0.001,0.001,0.001,0.25,0.001,6,6,1,"native
perennial",0
2015,March,transect,transect_3,transect_3B,SP,0.03383333333333333,1,1,1,1,1,0,0.001,0.001,0.001,0.1,0.1,0,5,6,0.8333333333333334,"native
perennial",0
2015,March,transect,transect_3,transect_3C,AB,0.0025,1,0,0,0,NA,NA,0.01,0,0,0,NA,NA,1,4,0.25,"non-native
annual",1
2015,March,transect,transect_3,transect_3C,AB,5e-4,1,1,0,0,NA,NA,0.001,0.001,0,0,NA,NA,2,4,0.5,"non-native
annual",1
2015,March,transect,transect_3,transect_3C,AB,0.04019999999999999,1,1,0,1,1,NA,0.1,0.05,0,0.001,0.05,NA,4,5,0.8,"non-native
annual",1
2015,March,transect,transect_3,transect_3C,BH,0.005,1,0,1,0,NA,NA,0.01,0,0.01,0,NA,NA,2,4,0.5,"non-native
annual",1
2015,March,transect,transect_3,transect_3C,BH,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3C,BH,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,4,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3C,SP,0.028333333333333335,1,1,1,1,1,0,0.05,0.01,0.05,0.01,0.05,0,5,6,0.8333333333333334,"native
perennial",0
2015,March,transect,transect_3,transect_3C,SP,0.020333333333333332,1,1,1,1,1,1,0.001,0.001,0.01,0.01,0.05,0.05,6,6,1,"native
perennial",0
2015,March,transect,transect_3,transect_3C,SP,0.020166666666666666,1,1,0,0,1,1,0.01,0.1,0,0,0.001,0.01,4,6,0.6666666666666666,"native
perennial",0
2015,March,transect,transect_3,transect_3D,AB,0.054000000000000006,1,0,1,1,0,NA,0.25,0,0.01,0.01,0,NA,3,5,0.6,"non-native
annual",1
2015,March,transect,transect_3,transect_3D,AB,0.003666666666666667,1,0,1,NA,NA,NA,0.01,0,0.001,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,March,transect,transect_3,transect_3D,AB,0.042,1,0,0,1,1,0,0.25,0,0,0.001,0.001,0,3,6,0.5,"non-native
annual",1
2015,March,transect,transect_3,transect_3D,BD,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3D,BD,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_3,transect_3D,BD,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,4,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3D,BH,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3D,BH,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3D,BH,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3D,SP,0.013333333333333332,0,1,0,1,1,1,0,0.01,0,0.05,0.01,0.01,4,6,0.6666666666666666,"native
perennial",0
2015,March,transect,transect_3,transect_3D,SP,0.018500000000000003,0,1,1,1,0,1,0,0.001,0.05,0.05,0,0.01,4,6,0.6666666666666666,"native
perennial",0
2015,March,transect,transect_3,transect_3D,SP,0.0038333333333333336,1,0,1,1,1,1,0.001,0,0.001,0.001,0.01,0.01,5,6,0.8333333333333334,"native
perennial",0
2015,March,transect,transect_3,transect_3E,AB,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_3,transect_3E,AB,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3E,AB,0.033666666666666664,1,0,1,NA,NA,NA,0.001,0,0.1,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,March,transect,transect_3,transect_3E,BD,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,4,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3E,BD,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,4,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3E,BD,0.0022,1,0,0,1,0,NA,0.01,0,0,0.001,0,NA,2,5,0.4,"non-native
annual",1
2015,March,transect,transect_3,transect_3E,BH,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3E,BH,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2,0,"non-native
annual",1
2015,March,transect,transect_3,transect_3E,SP,0.044000000000000004,1,1,1,1,1,1,0.001,0.25,0.001,0.01,0.001,0.001,6,6,1,"native
perennial",0
2015,March,transect,transect_4,transect_4A,AB,0.01525,1,1,0,1,NA,NA,0.01,0.05,0,0.001,NA,NA,3,4,0.75,"non-native
annual",1
2015,March,transect,transect_4,transect_4A,AB,3.333333333333333e-4,0,0,0,1,0,1,0,0,0,0.001,0,0.001,2,6,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_4,transect_4A,AB,6.666666666666666e-4,0,1,1,NA,NA,NA,0,0.001,0.001,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,March,transect,transect_4,transect_4A,BH,3.333333333333333e-4,1,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,1,3,0.3333333333333333,"non-native
annual",1
2015,March,transect,transect_4,transect_4A,BH,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,0,"non-native
annual",1
2015,March,transect,transect_4,transect_4A,BH,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,4,0,"non-native
annual",1
2015,March,transect,transect_4,transect_4A,SP,0.02183333333333333,1,1,1,1,1,1,0.01,0.01,0.001,0.01,0.05,0.05,6,6,1,"native
perennial",0
2015,March,transect,transect_4,transect_4A,SP,0.003666666666666667,1,1,0,1,1,0,0.001,0.01,0,0.001,0.01,0,4,6,0.6666666666666666,"native
perennial",0
2015,March,transect,transect_4,transect_4A,SP,0.018833333333333334,0,1,1,1,1,1,0,0.1,0.001,0.01,0.001,0.001,5,6,0.8333333333333334,"native
perennial",0
2015,March,transect,transect_4,transect_4B,AB,0.006666666666666666,1,0,1,NA,NA,NA,0.01,0,0.01,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
2015,March,transect,transect_4,transect_4B,AB,0.001,1,1,1,NA,NA,NA,0.001,0.001,0.001,NA,NA,NA,3,3,1,"non-native
annual",1
2015,March,transect,transect_4,transect_4B,AB,0.017,1,1,0,NA,NA,NA,0.05,0.001,0,NA,NA,NA,2,3,0.6666666666666666,"non-native
annual",1
